"","age","workclass","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income_class"
"29658",55,"Private",11,"Married","Blue-Collar","Husband","White","Male",5178,0,50,"United-States",">50K"
"29662",37,"Private",10,"Married","Other-Occupations","Wife","White","Female",5013,0,40,"United-States","<=50K"
"29664",61,"Private",12,"Married","Sales","Husband","White","Male",15024,0,40,"United-States",">50K"
"29665",64,"Private",13,"Not-Married","White-Collar","Unmarried","White","Male",27828,0,50,"United-States",">50K"
"29668",58,"Private",4,"Married","Blue-Collar","Husband","White","Male",2936,0,50,"Latin-America","<=50K"
"29682",49,"Private",14,"Married","White-Collar","Husband","White","Male",15024,0,50,"United-States",">50K"
"29698",29,"Private",13,"Never-Married","White-Collar","Own-child","White","Female",3325,0,10,"United-States","<=50K"
"29702",36,"Self-Employed",11,"Married","Blue-Collar","Husband","White","Male",3908,0,75,"United-States","<=50K"
"29723",60,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",3103,0,60,"United-States",">50K"
"29724",44,"Private",14,"Never-Married","White-Collar","Not-in-family","White","Male",14084,0,56,"United-States",">50K"
"29742",50,"Private",14,"Married","Professional","Husband","White","Male",7688,0,50,"United-States",">50K"
"29745",66,"Other-Govt",15,"Married","White-Collar","Husband","Black","Male",20051,0,55,"United-States",">50K"
"29756",60,"Federal-Govt",10,"Married","Admin","Husband","White","Male",7298,0,40,"United-States",">50K"
"29761",58,"Other-Govt",9,"Married","Other-Occupations","Husband","White","Male",3908,0,40,"United-States","<=50K"
"29774",54,"Private",10,"Married","Other-Occupations","Husband","White","Male",7688,0,40,"United-States",">50K"
"29775",39,"Private",13,"Married","Sales","Husband","White","Male",15024,0,50,"United-States",">50K"
"29781",48,"Federal-Govt",13,"Married","Admin","Wife","White","Female",7688,0,40,"United-States",">50K"
"29792",64,"Private",10,"Married","Blue-Collar","Husband","White","Male",3411,0,15,"United-States","<=50K"
"29804",35,"Private",13,"Never-Married","Sales","Not-in-family","White","Female",8614,0,45,"United-States",">50K"
"29814",34,"Other-Govt",9,"Married","Other-Occupations","Husband","White","Male",4064,0,50,"United-States","<=50K"
"29831",55,"Private",9,"Married","Admin","Husband","White","Male",6418,0,50,"United-States",">50K"
"29837",60,"Other-Govt",13,"Not-Married","Professional","Unmarried","White","Female",5455,0,55,"United-States","<=50K"
"29848",49,"Private",10,"Married","White-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"29855",35,"Private",10,"Not-Married","Professional","Unmarried","White","Female",7443,0,40,"United-States","<=50K"
"29873",54,"Private",9,"Married","Sales","Husband","White","Male",15024,0,50,"United-States",">50K"
"29893",51,"Private",14,"Never-Married","Professional","Not-in-family","White","Male",27828,0,40,"United-States",">50K"
"29935",62,"Private",16,"Married","Professional","Husband","White","Male",15024,0,50,"United-States",">50K"
"29937",29,"Private",7,"Married","Blue-Collar","Wife","Asian","Female",2829,0,14,"SE-Asia","<=50K"
"29977",45,"Other-Govt",9,"Married","Blue-Collar","Wife","White","Female",5178,0,40,"United-States",">50K"
"29982",54,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",7688,0,40,"United-States",">50K"
"29990",43,"Other-Govt",10,"Married","Other-Occupations","Husband","White","Male",4386,0,99,"United-States",">50K"
"30012",51,"Private",16,"Married","White-Collar","Husband","White","Male",15024,0,84,"United-States",">50K"
"30022",46,"Private",13,"Married","Professional","Husband","White","Male",7688,0,45,"United-States",">50K"
"30035",59,"Private",11,"Married","Professional","Husband","White","Male",5178,0,50,"United-States",">50K"
"30037",40,"Private",13,"Married","Professional","Husband","White","Male",15024,0,99,"United-States",">50K"
"30066",36,"Private",10,"Married","Blue-Collar","Husband","White","Male",3137,0,50,"South-America","<=50K"
"30068",31,"Other-Govt",13,"Never-Married","Blue-Collar","Not-in-family","White","Male",8614,0,40,"United-States",">50K"
"30076",35,"Self-Employed",5,"Married","Blue-Collar","Husband","White","Male",2635,0,30,"United-States","<=50K"
"30077",32,"Private",14,"Never-Married","White-Collar","Not-in-family","White","Male",14084,0,40,"United-States",">50K"
"30078",42,"Private",13,"Married","White-Collar","Husband","White","Male",7688,0,40,"United-States",">50K"
"30116",46,"Self-Employed",9,"Married","White-Collar","Wife","Amer-Indian","Female",15024,0,40,"United-States",">50K"
"30119",31,"Other-Govt",13,"Married","Professional","Husband","White","Male",7298,0,55,"United-States",">50K"
"30124",63,"Self-Employed",4,"Married","Blue-Collar","Husband","White","Male",7688,0,60,"United-States",">50K"
"30126",42,"Other-Govt",10,"Not-Married","Other-Occupations","Not-in-family","White","Female",3325,0,40,"United-States","<=50K"
"30128",30,"Private",14,"Never-Married","Professional","Not-in-family","White","Male",10520,0,40,"United-States",">50K"
"30147",41,"Private",9,"Never-Married","Blue-Collar","Not-in-family","White","Male",3325,0,50,"United-States","<=50K"
"30163",54,"Other-Govt",8,"Never-Married","Service","Own-child","White","Male",4101,0,40,"United-States","<=50K"
"30192",69,"Self-Employed",6,"Not-Married","Blue-Collar","Not-in-family","White","Male",3273,0,45,"United-States","<=50K"
"30202",62,"Other-Govt",4,"Married","Blue-Collar","Husband","White","Male",2829,0,40,"United-States","<=50K"
"30204",45,"Private",10,"Married","Blue-Collar","Husband","White","Male",7298,0,50,"United-States",">50K"
"30205",27,"Private",7,"Married","Blue-Collar","Husband","White","Male",3942,0,40,"United-States","<=50K"
"30213",59,"Other-Govt",14,"Widowed","Professional","Unmarried","White","Female",4787,0,60,"United-States",">50K"
"30217",55,"Private",13,"Married","White-Collar","Husband","White","Male",7298,0,60,"United-States",">50K"
"30220",72,"Private",10,"Married","Professional","Husband","White","Male",3471,0,20,"United-States","<=50K"
"30235",58,"Federal-Govt",7,"Not-Married","Blue-Collar","Not-in-family","Black","Female",14084,0,40,"United-States",">50K"
"30249",51,"Private",14,"Married","Professional","Husband","White","Male",7688,0,45,"United-States",">50K"
"30255",60,"Federal-Govt",9,"Not-Married","White-Collar","Not-in-family","White","Male",10520,0,40,"United-States",">50K"
"30260",39,"Federal-Govt",9,"Married","Admin","Husband","Black","Male",7688,0,52,"United-States",">50K"
"30278",33,"Private",10,"Married","White-Collar","Wife","White","Female",5178,0,40,"United-States",">50K"
"30326",61,"Private",3,"Married","Blue-Collar","Husband","Asian","Male",7298,0,40,"SE-Asia",">50K"
"30333",39,"Private",9,"Not-Married","Blue-Collar","Not-in-family","Black","Male",2176,0,40,"United-States","<=50K"
"30364",69,"Private",8,"Married","Blue-Collar","Husband","White","Male",9386,0,60,"United-States",">50K"
"30371",46,"Private",9,"Married","Blue-Collar","Husband","White","Male",4064,0,55,"United-States","<=50K"
"30378",52,"Private",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",3325,0,40,"United-States","<=50K"
"30380",20,"Private",10,"Never-Married","Blue-Collar","Not-in-family","White","Female",2176,0,40,"United-States","<=50K"
"30422",24,"Private",9,"Married","Blue-Collar","Husband","White","Male",2885,0,50,"United-States","<=50K"
"30423",57,"Private",13,"Widowed","Professional","Unmarried","White","Male",10520,0,40,"United-States",">50K"
"30426",36,"Private",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",4101,0,40,"United-States","<=50K"
"30430",38,"Private",13,"Married","Professional","Husband","White","Male",15024,0,70,"United-States",">50K"
"30431",29,"Other-Govt",11,"Married","Other-Occupations","Husband","White","Male",7688,0,40,"United-States",">50K"
"30452",47,"Private",9,"Married","Blue-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"30476",38,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",3411,0,25,"United-States","<=50K"
"30491",28,"Private",10,"Never-Married","White-Collar","Not-in-family","White","Female",10520,0,40,"United-States",">50K"
"30496",43,"Federal-Govt",14,"Married","Blue-Collar","Husband","White","Male",5013,0,12,"United-States","<=50K"
"30507",57,"Other-Govt",10,"Married","Blue-Collar","Husband","Black","Male",7298,0,40,"United-States",">50K"
"30519",38,"Self-Employed",10,"Married","Professional","Husband","White","Male",3137,0,50,"United-States","<=50K"
"30537",28,"Federal-Govt",13,"Married","White-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"30552",45,"Private",9,"Married","Blue-Collar","Husband","Other","Male",4064,0,40,"United-States","<=50K"
"30559",61,"Self-Employed",2,"Married","Service","Husband","White","Male",3942,0,20,"Latin-America","<=50K"
"30566",20,"Private",7,"Married","Blue-Collar","Other-relative","White","Male",2961,0,35,"United-States","<=50K"
"30576",23,"Private",10,"Never-Married","Blue-Collar","Own-child","White","Male",2597,0,50,"United-States","<=50K"
"30623",24,"Private",9,"Never-Married","Service","Own-child","White","Female",594,0,15,"United-States","<=50K"
"30627",35,"Private",13,"Married","White-Collar","Husband","White","Male",7688,0,50,"United-States",">50K"
"30629",65,"Federal-Govt",13,"Married","White-Collar","Husband","White","Male",5556,0,48,"United-States",">50K"
"30631",53,"Private",9,"Married","Service","Husband","Black","Male",4386,0,30,"United-States",">50K"
"30640",47,"Private",13,"Married","Admin","Husband","White","Male",7298,0,40,"United-States",">50K"
"30658",43,"Private",14,"Widowed","White-Collar","Unmarried","White","Male",4934,0,40,"United-States",">50K"
"30662",57,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,60,"United-States",">50K"
"30670",41,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",7688,0,70,"United-States",">50K"
"30676",44,"Private",12,"Never-Married","Professional","Unmarried","Black","Female",1151,0,50,"United-States","<=50K"
"30682",39,"Private",12,"Married","White-Collar","Wife","White","Female",15024,0,45,"United-States",">50K"
"30717",18,"Private",10,"Never-Married","Sales","Unmarried","White","Male",2176,0,40,"United-States","<=50K"
"30729",65,"Private",13,"Not-Married","Professional","Not-in-family","White","Male",6723,0,40,"United-States","<=50K"
"30731",38,"Private",9,"Married","White-Collar","Wife","White","Female",7688,0,40,"United-States",">50K"
"30737",39,"Private",14,"Married","White-Collar","Husband","White","Male",7688,0,65,"United-States",">50K"
"30749",28,"Private",13,"Married","White-Collar","Wife","White","Female",15024,0,28,"United-States",">50K"
"30773",24,"Private",10,"Never-Married","Sales","Own-child","White","Female",5060,0,30,"United-States","<=50K"
"30789",67,"Self-Employed",15,"Married","Professional","Husband","White","Male",20051,0,25,"United-States",">50K"
"30816",54,"Self-Employed",13,"Not-Married","Blue-Collar","Not-in-family","White","Male",27828,0,50,"United-States",">50K"
"30832",36,"Other-Govt",15,"Married","Professional","Wife","White","Female",15024,0,50,"United-States",">50K"
"30833",43,"Other-Govt",14,"Not-Married","Professional","Unmarried","White","Female",914,0,40,"United-States","<=50K"
"30836",45,"Private",11,"Married","Blue-Collar","Husband","White","Male",4386,0,38,"United-States",">50K"
"30849",17,"Private",7,"Never-Married","Blue-Collar","Own-child","White","Male",594,0,40,"United-States","<=50K"
"30861",53,"Private",9,"Married","Blue-Collar","Husband","White","Male",2829,0,40,"United-States","<=50K"
"30863",55,"Self-Employed",14,"Married","Sales","Husband","White","Male",2228,0,50,"United-States","<=50K"
"30866",30,"Self-Employed",11,"Married","Sales","Husband","White","Male",3137,0,60,"Euro_1","<=50K"
"30873",46,"Private",12,"Widowed","Other-Occupations","Unmarried","White","Female",6497,0,40,"United-States","<=50K"
"30902",30,"Private",10,"Not-Married","White-Collar","Not-in-family","White","Male",8614,0,50,"United-States",">50K"
"30908",20,"Private",10,"Never-Married","Service","Other-relative","White","Female",4416,0,25,"United-States","<=50K"
"30912",32,"Private",10,"Not-Married","Other-Occupations","Unmarried","Black","Female",3887,0,40,"United-States","<=50K"
"30913",55,"Private",13,"Married","Admin","Wife","White","Female",3464,0,40,"United-States","<=50K"
"30920",75,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",3456,0,40,"United-States","<=50K"
"30949",41,"Private",11,"Married","Sales","Husband","White","Male",4386,0,60,"United-States",">50K"
"30952",63,"Private",13,"Married","Professional","Husband","White","Male",15024,0,45,"United-States",">50K"
"30955",69,"Private",13,"Married","White-Collar","Husband","Black","Male",9386,0,50,"United-States",">50K"
"30958",45,"Private",13,"Married","Blue-Collar","Husband","White","Male",3103,0,40,"United-States",">50K"
"30980",41,"Private",13,"Married","Other-Occupations","Husband","White","Male",15024,0,60,"United-States",">50K"
"30985",30,"Self-Employed",13,"Not-Married","Blue-Collar","Not-in-family","White","Male",6849,0,60,"United-States","<=50K"
"31011",18,"Private",10,"Never-Married","Blue-Collar","Own-child","White","Male",2907,0,30,"United-States","<=50K"
"31015",49,"Private",4,"Married","Blue-Collar","Husband","White","Male",2407,0,50,"United-States","<=50K"
"31034",55,"Private",9,"Married","Blue-Collar","Husband","Black","Male",3411,0,40,"Latin-America","<=50K"
"31036",28,"Private",10,"Married","Blue-Collar","Husband","White","Male",5013,0,55,"United-States","<=50K"
"31063",59,"Self-Employed",9,"Married","White-Collar","Husband","White","Male",2407,0,60,"United-States","<=50K"
"31079",18,"Private",10,"Never-Married","Other-Occupations","Own-child","White","Male",2176,0,20,"United-States","<=50K"
"31098",56,"Private",11,"Married","Sales","Husband","White","Male",15024,0,40,"United-States",">50K"
"31105",47,"Other-Govt",9,"Married","Blue-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"31107",62,"Other-Govt",14,"Not-Married","Professional","Not-in-family","White","Female",10520,0,33,"United-States",">50K"
"31136",41,"Private",10,"Not-Married","White-Collar","Not-in-family","White","Male",4650,0,40,"United-States","<=50K"
"31141",25,"Private",6,"Never-Married","Blue-Collar","Not-in-family","White","Male",2597,0,50,"United-States","<=50K"
"31149",40,"Federal-Govt",15,"Married","Professional","Husband","White","Male",7688,0,40,"United-States",">50K"
"31152",40,"Private",10,"Married","Blue-Collar","Husband","White","Male",7298,0,50,"United-States",">50K"
"31189",38,"Private",13,"Married","Admin","Husband","White","Male",5178,0,50,"United-States",">50K"
"31217",51,"Self-Employed",15,"Married","Professional","Husband","White","Male",15024,0,60,"United-States",">50K"
"31219",31,"Private",9,"Married","Blue-Collar","Husband","White","Male",3137,0,45,"United-States","<=50K"
"31230",29,"Private",11,"Not-Married","Other-Occupations","Not-in-family","Black","Male",14344,0,40,"United-States",">50K"
"31233",44,"Private",13,"Married","Sales","Husband","White","Male",7688,0,50,"United-States",">50K"
"31246",63,"Private",10,"Married","Professional","Husband","White","Male",4386,0,40,"United-States",">50K"
